action,annotation_count,annotation_set_id,ayah_id,error_count,mode,protected_active_set_id,published,safe_to_persist,verse_key,warning_count
published_beta_candidate,35,392,195,0,wasl,,True,True,2:189,1
published_beta_candidate,19,393,196,0,ayah,,True,True,2:190,1
published_beta_candidate,19,394,196,0,wasl,,True,True,2:190,1
published_beta_candidate,47,395,197,0,ayah,,True,True,2:191,0
published_beta_candidate,47,396,197,0,wasl,,True,True,2:191,0
published_beta_candidate,11,397,198,0,ayah,,True,True,2:192,0
published_beta_candidate,11,398,198,0,wasl,,True,True,2:192,0
published_beta_candidate,22,399,199,0,ayah,,True,True,2:193,1
published_beta_candidate,22,400,199,0,wasl,,True,True,2:193,1
published_beta_candidate,33,401,200,0,ayah,,True,True,2:194,1
published_beta_candidate,33,402,200,0,wasl,,True,True,2:194,1
published_beta_candidate,20,403,201,0,ayah,,True,True,2:195,1
published_beta_candidate,20,404,201,0,wasl,,True,True,2:195,1
published_beta_candidate,96,405,202,0,ayah,,True,True,2:196,3
published_beta_candidate,95,406,202,0,wasl,,True,True,2:196,3
published_beta_candidate,45,407,203,0,ayah,,True,True,2:197,0
published_beta_candidate,44,408,203,0,wasl,,True,True,2:197,0
published_beta_candidate,44,409,204,0,ayah,,True,True,2:198,1
published_beta_candidate,44,410,204,0,wasl,,True,True,2:198,1
published_beta_candidate,20,411,205,0,ayah,,True,True,2:199,1
published_beta_candidate,20,412,205,0,wasl,,True,True,2:199,1
published_beta_candidate,38,413,206,0,ayah,,True,True,2:200,1
published_beta_candidate,37,414,206,0,wasl,,True,True,2:200,1
published_beta_candidate,25,415,207,0,ayah,,True,True,2:201,0
published_beta_candidate,25,416,207,0,wasl,,True,True,2:201,0
published_beta_candidate,17,417,208,0,ayah,,True,True,2:202,0
published_beta_candidate,16,418,208,0,wasl,,True,True,2:202,0
published_beta_candidate,29,419,209,0,ayah,,True,True,2:203,3
published_beta_candidate,29,420,209,0,wasl,,True,True,2:203,3
published_beta_candidate,18,421,210,0,ayah,,True,True,2:204,0
published_beta_candidate,18,422,210,0,wasl,,True,True,2:204,0
published_beta_candidate,20,423,211,0,ayah,,True,True,2:205,0
published_beta_candidate,19,424,211,0,wasl,,True,True,2:205,0
published_beta_candidate,11,425,212,0,ayah,,True,True,2:206,0
published_beta_candidate,10,426,212,0,wasl,,True,True,2:206,0
