ayah_id,surah_number,ayah_number,annotation_count,provisional_count,emitted_rule_codes,issue_count,exception
1362,10,1,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1363,10,2,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1364,10,3,8,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
1365,10,4,8,4,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,4,
1366,10,5,9,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
1367,10,6,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
1368,10,7,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1369,10,8,1,0,alif_lam_shamsiyyah,0,
1370,10,9,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1371,10,10,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
1372,10,11,6,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
1373,10,12,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1374,10,13,4,0,alif_lam_qamariyyah,0,
1375,10,14,1,0,alif_lam_qamariyyah,0,
1376,10,15,3,3,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
1377,10,16,1,0,lam_jalalah_tafkhim,0,
1378,10,17,1,0,alif_lam_qamariyyah,1,
1379,10,18,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
1380,10,19,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1381,10,20,3,0,alif_lam_qamariyyah|lam_jalalah_tarqiq,0,
1382,10,21,2,0,alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
1383,10,22,7,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1384,10,23,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1385,10,24,9,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1386,10,25,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
1387,10,26,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1388,10,27,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
1389,10,28,1,1,alif_lam_shamsiyyah,1,
1390,10,29,1,0,lam_jalalah_tarqiq,0,
1391,10,30,2,1,alif_lam_qamariyyah,2,
1392,10,31,10,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
1393,10,32,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
1394,10,33,1,1,alif_lam_shamsiyyah,1,
1395,10,34,3,0,alif_lam_qamariyyah|lam_jalalah_tarqiq,0,
1396,10,35,7,3,alif_lam_qamariyyah|lam_jalalah_tarqiq,3,
1397,10,36,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
1398,10,37,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
1399,10,38,1,0,lam_jalalah_tarqiq,0,
1400,10,39,2,1,alif_lam_shamsiyyah,1,
1401,10,40,1,0,alif_lam_qamariyyah,0,
1402,10,41,0,0,,0,
1403,10,42,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1404,10,43,2,1,alif_lam_qamariyyah,1,
1405,10,44,3,0,alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
1406,10,45,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
1407,10,46,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
1408,10,47,1,0,alif_lam_qamariyyah,0,
1409,10,48,1,0,alif_lam_qamariyyah,0,
1410,10,49,2,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
1411,10,50,1,0,alif_lam_qamariyyah,0,
1412,10,51,0,0,,0,
1413,10,52,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1414,10,53,0,0,,0,
1415,10,54,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1416,10,55,6,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
1417,10,56,1,1,alif_lam_qamariyyah,1,
1418,10,57,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1419,10,58,1,0,lam_jalalah_tarqiq,0,
1420,10,59,1,0,lam_jalalah_tafkhim,2,
1421,10,60,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
1422,10,61,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1423,10,62,2,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
1424,10,63,1,1,alif_lam_shamsiyyah,1,
1425,10,64,7,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
1426,10,65,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
1427,10,66,9,4,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,4,
1428,10,67,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1429,10,68,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
1430,10,69,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1431,10,70,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1432,10,71,2,1,alif_lam_qamariyyah|lam_jalalah_tarqiq,2,
1433,10,72,2,1,alif_lam_qamariyyah,2,
1434,10,73,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1435,10,74,3,1,alif_lam_qamariyyah,1,
1436,10,75,1,1,alif_lam_qamariyyah,1,
1437,10,76,1,0,alif_lam_qamariyyah,0,
1438,10,77,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1439,10,78,2,0,alif_lam_qamariyyah,0,
1440,10,79,0,0,,0,
1441,10,80,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1442,10,81,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
1443,10,82,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
1444,10,83,3,1,alif_lam_qamariyyah,1,
1445,10,84,1,0,lam_jalalah_tarqiq,0,
1446,10,85,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1447,10,86,2,0,alif_lam_qamariyyah,0,
1448,10,87,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1449,10,88,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1450,10,89,1,1,alif_lam_shamsiyyah,1,
1451,10,90,6,3,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
1452,10,91,1,0,alif_lam_qamariyyah,0,
1453,10,92,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1454,10,93,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1455,10,94,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1456,10,95,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
1457,10,96,1,1,alif_lam_shamsiyyah,1,
1458,10,97,2,0,alif_lam_qamariyyah,0,
1459,10,98,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1460,10,99,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1461,10,100,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
1462,10,101,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1463,10,102,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1464,10,103,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1465,10,104,6,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
1466,10,105,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1467,10,106,2,0,alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
1468,10,107,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
1469,10,108,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1470,10,109,3,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
1471,11,1,1,1,alif_lam_shamsiyyah,1,
1472,11,2,3,2,alif_lam_qamariyyah|lam_jalalah_tafkhim,2,
1473,11,3,2,2,alif_lam_qamariyyah,2,
1474,11,4,1,1,alif_lam_qamariyyah,2,
1475,11,5,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1476,11,6,2,1,alif_lam_qamariyyah,2,
1477,11,7,7,3,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
1478,11,8,3,2,alif_lam_qamariyyah,2,
1479,11,9,1,0,alif_lam_qamariyyah,0,
1480,11,10,1,0,alif_lam_shamsiyyah,0,
1481,11,11,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1482,11,12,2,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
1483,11,13,1,0,lam_jalalah_tarqiq,0,
1484,11,14,4,3,alif_lam_qamariyyah|lam_jalalah_tarqiq,3,
1485,11,15,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1486,11,16,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1487,11,17,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1488,11,18,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,3,
1489,11,19,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
1490,11,20,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
1491,11,21,1,1,alif_lam_shamsiyyah,1,
1492,11,22,2,0,alif_lam_qamariyyah,0,
1493,11,23,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1494,11,24,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1495,11,25,1,1,alif_lam_qamariyyah,1,
1496,11,26,3,2,alif_lam_qamariyyah|lam_jalalah_tafkhim,2,
1497,11,27,6,4,alif_lam_qamariyyah|alif_lam_shamsiyyah,4,
1498,11,28,0,0,,0,
1499,11,29,2,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
1500,11,30,1,0,lam_jalalah_tafkhim,0,
1501,11,31,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,2,
1502,11,32,1,0,alif_lam_shamsiyyah,0,
1503,11,33,1,0,lam_jalalah_tarqiq,0,
1504,11,34,2,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
1505,11,35,0,0,,0,
1506,11,36,2,2,alif_lam_qamariyyah,2,
1507,11,37,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1508,11,38,1,0,alif_lam_qamariyyah,0,
1509,11,39,0,0,,0,
1510,11,40,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1511,11,41,1,0,lam_jalalah_tarqiq,0,
1512,11,42,2,0,alif_lam_qamariyyah,0,
1513,11,43,7,2,alif_lam_qamariyyah|lam_jalalah_tarqiq,2,
1514,11,44,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1515,11,45,2,0,alif_lam_qamariyyah,0,
1516,11,46,1,0,alif_lam_qamariyyah,0,
1517,11,47,2,1,alif_lam_qamariyyah,1,
1518,11,48,1,1,alif_lam_qamariyyah,1,
1519,11,49,4,1,alif_lam_qamariyyah,1,
1520,11,50,3,3,alif_lam_qamariyyah,4,
1521,11,51,2,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1522,11,52,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1523,11,53,1,1,alif_lam_qamariyyah,1,
1524,11,54,3,2,alif_lam_qamariyyah|lam_jalalah_tafkhim,2,
1525,11,55,0,0,,0,
1526,11,56,1,1,alif_lam_qamariyyah,2,
1527,11,57,1,1,alif_lam_qamariyyah,1,
1528,11,58,1,1,alif_lam_shamsiyyah,1,
1529,11,59,0,0,,0,
1530,11,60,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1531,11,61,4,3,alif_lam_qamariyyah,4,
1532,11,62,1,1,alif_lam_qamariyyah,1,
1533,11,63,1,0,lam_jalalah_tafkhim,0,
1534,11,64,2,0,lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
1535,11,65,0,0,,0,
1536,11,66,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1537,11,67,2,1,alif_lam_shamsiyyah,1,
1538,11,68,2,2,alif_lam_qamariyyah,2,
1539,11,69,1,0,alif_lam_qamariyyah,0,
1540,11,70,2,2,alif_lam_qamariyyah,2,
1541,11,71,0,0,,0,
1542,11,72,0,0,,0,
1543,11,73,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
1544,11,74,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1545,11,75,0,0,,0,
1546,11,76,0,0,,0,
1547,11,77,0,0,,0,
1548,11,78,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,3,
1549,11,79,0,0,,0,
1550,11,80,1,1,alif_lam_qamariyyah,1,
1551,11,81,6,4,alif_lam_qamariyyah|alif_lam_shamsiyyah,4,
1552,11,82,0,0,,0,
1553,11,83,1,0,alif_lam_shamsiyyah,0,
1554,11,84,4,2,alif_lam_qamariyyah,3,
1555,11,85,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1556,11,86,1,0,lam_jalalah_tafkhim,0,
1557,11,87,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1558,11,88,6,4,alif_lam_qamariyyah|lam_jalalah_tarqiq,4,
1559,11,89,0,0,,0,
1560,11,90,1,1,alif_lam_qamariyyah,1,
1561,11,91,0,0,,0,
1562,11,92,1,0,lam_jalalah_tafkhim,0,
1563,11,93,0,0,,0,
1564,11,94,3,2,alif_lam_shamsiyyah,2,
1565,11,95,1,1,alif_lam_qamariyyah,1,
1566,11,96,0,0,,0,
1567,11,97,1,1,alif_lam_qamariyyah,1,
1568,11,98,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1569,11,99,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1570,11,100,1,0,alif_lam_qamariyyah,0,
1571,11,101,3,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
1572,11,102,2,1,alif_lam_qamariyyah,1,
1573,11,103,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1574,11,104,1,1,alif_lam_qamariyyah,1,
1575,11,105,1,1,alif_lam_qamariyyah,1,
1576,11,106,2,1,alif_lam_shamsiyyah,1,
1577,11,107,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1578,11,108,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1579,11,109,1,1,alif_lam_qamariyyah,1,
1580,11,110,1,0,alif_lam_qamariyyah,0,
1581,11,111,0,0,,0,
1582,11,112,0,0,,0,
1583,11,113,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,2,
1584,11,114,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1585,11,115,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
1586,11,116,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1587,11,117,1,0,alif_lam_qamariyyah,0,
1588,11,118,1,0,alif_lam_shamsiyyah,0,
1589,11,119,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1590,11,120,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1591,11,121,1,1,alif_lam_shamsiyyah,1,
1592,11,122,0,0,,0,
1593,11,123,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
1594,12,1,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1595,12,2,0,0,,0,
1596,12,3,4,1,alif_lam_qamariyyah,1,
1597,12,4,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1598,12,5,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1599,12,6,1,0,alif_lam_qamariyyah,0,
1600,12,7,1,0,alif_lam_shamsiyyah,0,
1601,12,8,1,1,alif_lam_qamariyyah,1,
1602,12,9,0,0,,0,
1603,12,10,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1604,12,11,0,0,,0,
1605,12,12,0,0,,0,
1606,12,13,1,0,alif_lam_shamsiyyah,0,
1607,12,14,1,0,alif_lam_shamsiyyah,0,
1608,12,15,2,1,alif_lam_qamariyyah,1,
1609,12,16,0,0,,0,
1610,12,17,1,0,alif_lam_shamsiyyah,0,
1611,12,18,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
1612,12,19,1,0,lam_jalalah_tafkhim,0,
1613,12,20,1,0,alif_lam_shamsiyyah,0,
1614,12,21,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
1615,12,22,1,0,alif_lam_qamariyyah,0,
1616,12,23,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
1617,12,24,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1618,12,25,5,2,alif_lam_qamariyyah,2,
1619,12,26,1,0,alif_lam_qamariyyah,0,
1620,12,27,1,0,alif_lam_shamsiyyah,0,
1621,12,28,0,0,,0,
1622,12,29,1,0,alif_lam_qamariyyah,0,
1623,12,30,2,0,alif_lam_qamariyyah,0,
1624,12,31,3,2,alif_lam_qamariyyah|lam_jalalah_tarqiq,2,
1625,12,32,2,1,alif_lam_shamsiyyah,1,
1626,12,33,6,4,alif_lam_qamariyyah|alif_lam_shamsiyyah,4,
1627,12,34,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1628,12,35,1,0,alif_lam_qamariyyah,0,
1629,12,36,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1630,12,37,3,1,alif_lam_qamariyyah|lam_jalalah_tarqiq,1,
1631,12,38,4,0,alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
1632,12,39,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
1633,12,40,10,4,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,4,
1634,12,41,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1635,12,42,3,1,alif_lam_shamsiyyah,1,
1636,12,43,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1637,12,44,1,0,alif_lam_qamariyyah,0,
1638,12,45,1,1,alif_lam_shamsiyyah,1,
1639,12,46,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1640,12,47,1,1,alif_lam_qamariyyah,1,
1641,12,48,1,1,alif_lam_qamariyyah,1,
1642,12,49,1,0,alif_lam_shamsiyyah,0,
1643,12,50,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1644,12,51,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
1645,12,52,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
1646,12,53,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1647,12,54,2,0,alif_lam_qamariyyah,0,
1648,12,55,1,0,alif_lam_qamariyyah,0,
1649,12,56,2,0,alif_lam_qamariyyah,0,
1650,12,57,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1651,12,58,0,0,,0,
1652,12,59,3,1,alif_lam_qamariyyah,1,
1653,12,60,0,0,,0,
1654,12,61,0,0,,0,
1655,12,62,1,1,alif_lam_qamariyyah,1,
1656,12,63,2,1,alif_lam_qamariyyah,1,
1657,12,64,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
1658,12,65,2,2,alif_lam_qamariyyah,2,
1659,12,66,3,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
1660,12,67,5,1,alif_lam_qamariyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,1,
1661,12,68,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
1662,12,69,1,1,alif_lam_qamariyyah,1,
1663,12,70,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1664,12,71,0,0,,0,
1665,12,72,1,0,alif_lam_qamariyyah,0,
1666,12,73,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
1667,12,74,0,0,,0,
1668,12,75,1,0,alif_lam_shamsiyyah,0,
1669,12,76,3,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
1670,12,77,1,0,lam_jalalah_tafkhim,0,
1671,12,78,2,0,alif_lam_qamariyyah,0,
1672,12,79,2,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
1673,12,80,5,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
1674,12,81,3,2,alif_lam_qamariyyah,2,
1675,12,82,4,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1676,12,83,2,0,alif_lam_qamariyyah,1,
1677,12,84,1,0,alif_lam_qamariyyah,0,
1678,12,85,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
1679,12,86,2,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,2,
1680,12,87,5,1,alif_lam_qamariyyah|lam_jalalah_tarqiq,1,
1681,12,88,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
1682,12,89,0,0,,0,
1683,12,90,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
1684,12,91,2,0,lam_jalalah_tafkhim,0,
1685,12,92,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
1686,12,93,1,0,alif_lam_qamariyyah,0,
1687,12,94,1,0,alif_lam_qamariyyah,0,
1688,12,95,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
1689,12,96,4,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
1690,12,97,0,0,,0,
1691,12,98,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1692,12,99,2,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,1,
1693,12,100,6,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1694,12,101,8,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1695,12,102,2,1,alif_lam_qamariyyah,1,
1696,12,103,1,0,alif_lam_shamsiyyah,0,
1697,12,104,2,1,alif_lam_qamariyyah,1,
1698,12,105,2,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1699,12,106,2,1,alif_lam_qamariyyah|lam_jalalah_tarqiq,1,
1700,12,107,2,0,alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
1701,12,108,3,1,alif_lam_qamariyyah|lam_jalalah_tafkhim,2,
1702,12,109,7,4,alif_lam_qamariyyah|alif_lam_shamsiyyah,4,
1703,12,110,3,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1704,12,111,2,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1705,13,1,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1706,13,2,8,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
1707,13,3,5,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1708,13,4,2,0,alif_lam_qamariyyah,0,
1709,13,5,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1710,13,6,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1711,13,7,1,1,alif_lam_shamsiyyah,1,
1712,13,8,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
1713,13,9,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah,0,
1714,13,10,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1715,13,11,3,0,lam_jalalah_tafkhim|lam_jalalah_tarqiq,0,
1716,13,12,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1717,13,13,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
1718,13,14,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1719,13,15,5,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
1720,13,16,12,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,0,
1721,13,17,11,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
1722,13,18,6,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1723,13,19,2,0,alif_lam_qamariyyah,0,
1724,13,20,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
1725,13,21,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
1726,13,22,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1727,13,23,1,0,alif_lam_qamariyyah,0,
1728,13,24,1,0,alif_lam_shamsiyyah,0,
1729,13,25,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
1730,13,26,7,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
1731,13,27,2,1,alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
1732,13,28,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
1733,13,29,2,1,alif_lam_shamsiyyah,1,
1734,13,30,2,1,alif_lam_shamsiyyah,1,
1735,13,31,12,2,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim|lam_jalalah_tarqiq,2,
1736,13,32,1,1,alif_lam_shamsiyyah,1,
1737,13,33,6,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
1738,13,34,4,0,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,0,
1739,13,35,7,2,alif_lam_qamariyyah|alif_lam_shamsiyyah,2,
1740,13,36,4,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tafkhim,1,
1741,13,37,2,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
1742,13,38,1,0,lam_jalalah_tarqiq,0,
1743,13,39,1,0,alif_lam_qamariyyah,1,
1744,13,40,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah,1,
1745,13,41,3,0,alif_lam_qamariyyah|lam_jalalah_tafkhim,0,
1746,13,42,5,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
1747,13,43,3,1,alif_lam_qamariyyah|alif_lam_shamsiyyah|lam_jalalah_tarqiq,1,
1748,14,1,9,4,alif_lam_qamariyyah|alif_lam_shamsiyyah,4,
